,id,carrier_name,name,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,20523CA0030427,Aetna,CA Gold HMO AVN $35/55 250 wINF,-0.22735404292642358,1.2472191289246473,-0.4772199087292782,-0.47902265521543635,0.5440833753770158,0.5476622732478739,-1.052604800204886,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,20523CA0030551,Aetna,CA Platinum HMO AVN $20/30 0 wINF,-0.22735404292642358,1.2472191289246473,-0.6058892928871723,-0.6078628955087889,-0.8124921418630847,-0.8110445133773143,-1.052604800204886,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2,20523CA0030698,Aetna,CA Bronze HMO Basic $65/95 6300 wINF,-0.22735404292642358,1.2472191289246473,2.6365791878917584,2.6389111598836954,0.7085167714061189,0.7123540049600179,1.1915380282420045,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3,20523CA0030825,Aetna,CA Bronze HMO Basic $75/125 7900,-0.22735404292642358,1.2472191289246473,3.4600632465022803,3.463488697761152,0.5851917243842916,0.5888352061759099,-1.052604800204886,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4,20523CA0030881,Aetna,CA Bronze HMO AVN $75/125 7900,-0.22735404292642358,1.2472191289246473,3.4600632465022803,3.463488697761152,0.5851917243842916,0.5888352061759099,-1.052604800204886,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5,20523CA0031072,Aetna,CA Silver HMO AVN $55/90 2500 wINF,-0.22735404292642358,1.2472191289246473,0.6808045486917684,0.6805395074247367,0.9346126909461356,0.9388051360642159,0.9110201746861432,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6,20523CA0031138,Aetna,CA Gold HMO AVN $25/50 500,-0.22735404292642358,1.2472191289246473,-0.3485505245713842,-0.3501824149220838,0.5440833753770158,0.5476622732478739,0.06946661401855923,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7,20523CA0031164,Aetna,CA Gold HMO Basic $25/50 500,-0.22735404292642358,1.2472191289246473,-0.3485505245713842,-0.3501824149220838,0.5440833753770158,0.5476622732478739,0.06946661401855923,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,20523CA0031199,Aetna,CA Silver HMO AVN $60/100 2500,-0.22735404292642358,1.2472191289246473,0.6808045486917684,0.6805395074247367,1.0784919124716008,1.0829104013123418,0.9110201746861432,0.0,0.0,0.0,0.0,1.0,0.0,1.0
9,20523CA0031225,Aetna,CA Silver HMO Basic $60/100 2500,-0.22735404292642358,1.2472191289246473,0.6808045486917684,0.6805395074247367,1.0784919124716008,1.0829104013123418,0.9110201746861432,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10,20523CA0031253,Aetna,CA Bronze HMO $75/125 7900,-0.22735404292642358,1.2472191289246473,3.4600632465022803,3.463488697761152,0.5851917243842916,0.5888352061759099,-1.052604800204886,0.0,1.0,0.0,0.0,0.0,0.0,1.0
11,20523CA0031254,Aetna,CA Gold HMO $25/50 500,-0.22735404292642358,1.2472191289246473,-0.3485505245713842,-0.3501824149220838,0.5440833753770158,0.5476622732478739,0.06946661401855923,0.0,0.0,1.0,0.0,0.0,0.0,1.0
12,20523CA0031255,Aetna,CA Gold HMO $30/60 0,-0.22735404292642358,1.2472191289246473,-0.6058892928871723,-0.6078628955087889,0.2152165833188096,0.2182788098235858,0.06946661401855923,0.0,0.0,1.0,0.0,0.0,0.0,1.0
13,20523CA0031256,Aetna,CA Gold HMO AVN $30/60 0,-0.22735404292642358,1.2472191289246473,-0.6058892928871723,-0.6078628955087889,0.2152165833188096,0.2182788098235858,-1.052604800204886,0.0,0.0,1.0,0.0,0.0,0.0,1.0
14,20523CA0031258,Aetna,CA Gold HMO Basic $30/60 0,-0.22735404292642358,1.2472191289246473,-0.6058892928871723,-0.6078628955087889,0.2152165833188096,0.2182788098235858,-1.052604800204886,0.0,0.0,1.0,0.0,0.0,0.0,1.0
15,20523CA0031260,Aetna,CA Silver HMO $60/100 2500,-0.22735404292642358,1.2472191289246473,0.6808045486917684,0.6805395074247367,1.0784919124716008,1.0829104013123418,0.9110201746861432,0.0,0.0,0.0,0.0,1.0,0.0,1.0
16,20523CA0031362,Aetna,CA Bronze HMO Basic $65/95 6300 M,-0.22735404292642358,1.2472191289246473,2.6365791878917584,2.6389111598836954,0.7085167714061189,0.7123540049600179,1.1915380282420045,0.0,1.0,0.0,0.0,0.0,0.0,1.0
17,20523CA0031372,Aetna,CA Gold HMO AVN $35/55 250 M,-0.22735404292642358,1.2472191289246473,-0.4772199087292782,-0.47902265521543635,0.5440833753770158,0.5476622732478739,-1.052604800204886,0.0,0.0,1.0,0.0,0.0,0.0,1.0
18,20523CA0031423,Aetna,CA Platinum HMO AVN $20/30 0 M,-0.22735404292642358,1.2472191289246473,-0.6058892928871723,-0.6078628955087889,-0.8124921418630847,-0.8110445133773143,-1.052604800204886,0.0,0.0,0.0,1.0,0.0,0.0,1.0
19,20523CA0031474,Aetna,CA Silver HMO AVN $55/90 2500 M,-0.22735404292642358,1.2472191289246473,0.6808045486917684,0.6805395074247367,0.9346126909461356,0.9388051360642159,0.9110201746861432,0.0,0.0,0.0,0.0,1.0,0.0,1.0
20,20523CA0031542,Aetna,CA Bronze HMO $75/125 7900 wINF,-0.22735404292642358,1.2472191289246473,3.4600632465022803,3.463488697761152,0.5851917243842916,0.5888352061759099,-1.052604800204886,0.0,1.0,0.0,0.0,0.0,0.0,1.0
21,20523CA0031562,Aetna,CA Bronze HMO AVN $75/125 7900 wINF,-0.22735404292642358,1.2472191289246473,3.4600632465022803,3.463488697761152,0.5851917243842916,0.5888352061759099,-1.052604800204886,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22,20523CA0031589,Aetna,CA Bronze HMO Basic $75/125 7900 wINF,-0.22735404292642358,1.2472191289246473,3.4600632465022803,3.463488697761152,0.5851917243842916,0.5888352061759099,-1.052604800204886,0.0,1.0,0.0,0.0,0.0,0.0,1.0
23,20523CA0031616,Aetna,CA Gold HMO $25/50 500 wINF,-0.22735404292642358,1.2472191289246473,-0.3485505245713842,-0.3501824149220838,0.5440833753770158,0.5476622732478739,0.06946661401855923,0.0,0.0,1.0,0.0,0.0,0.0,1.0
24,20523CA0031653,Aetna,CA Gold HMO $30/60 0 wINF,-0.22735404292642358,1.2472191289246473,-0.6058892928871723,-0.6078628955087889,0.2152165833188096,0.2182788098235858,0.06946661401855923,0.0,0.0,1.0,0.0,0.0,0.0,1.0
25,20523CA0031672,Aetna,CA Gold HMO $30/70 1250,-0.22735404292642358,1.2472191289246473,0.03745762790229803,0.03633830595797387,0.5440833753770158,0.5476622732478739,0.6305023211302818,0.0,0.0,1.0,0.0,0.0,0.0,1.0
26,20523CA0031691,Aetna,CA Gold HMO $30/70 1250 wINF,-0.22735404292642358,1.2472191289246473,0.03745762790229803,0.03633830595797387,0.5440833753770158,0.5476622732478739,0.6305023211302818,0.0,0.0,1.0,0.0,0.0,0.0,1.0
27,20523CA0031710,Aetna,CA Gold HMO $35/65 250,-0.22735404292642358,1.2472191289246473,-0.4772199087292782,-0.47902265521543635,0.5440833753770158,0.5476622732478739,-1.052604800204886,0.0,0.0,1.0,0.0,0.0,0.0,1.0
28,20523CA0031729,Aetna,CA Gold HMO $35/65 250 wINF,-0.22735404292642358,1.2472191289246473,-0.4772199087292782,-0.47902265521543635,0.5440833753770158,0.5476622732478739,-1.052604800204886,0.0,0.0,1.0,0.0,0.0,0.0,1.0
29,20523CA0031749,Aetna,CA Gold HMO AVN $25/50 500 wINF,-0.22735404292642358,1.2472191289246473,-0.3485505245713842,-0.3501824149220838,0.5440833753770158,0.5476622732478739,0.06946661401855923,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30,20523CA0031767,Aetna,CA Gold HMO AVN $30/60 0 wINF,-0.22735404292642358,1.2472191289246473,-0.6058892928871723,-0.6078628955087889,0.2152165833188096,0.2182788098235858,-1.052604800204886,0.0,0.0,1.0,0.0,0.0,0.0,1.0
31,20523CA0031784,Aetna,CA Gold HMO AVN $30/70 1250,-0.22735404292642358,1.2472191289246473,0.03745762790229803,0.03633830595797387,0.5440833753770158,0.5476622732478739,0.6305023211302818,0.0,0.0,1.0,0.0,0.0,0.0,1.0
32,20523CA0031801,Aetna,CA Gold HMO AVN $30/70 1250 wINF,-0.22735404292642358,1.2472191289246473,0.03745762790229803,0.03633830595797387,0.5440833753770158,0.5476622732478739,0.6305023211302818,0.0,0.0,1.0,0.0,0.0,0.0,1.0
33,20523CA0031820,Aetna,CA Gold HMO AVN $35/65 250,-0.22735404292642358,1.2472191289246473,-0.4772199087292782,-0.47902265521543635,0.5440833753770158,0.5476622732478739,-1.052604800204886,0.0,0.0,1.0,0.0,0.0,0.0,1.0
34,20523CA0031837,Aetna,CA Gold HMO AVN $35/65 250 wINF,-0.22735404292642358,1.2472191289246473,-0.4772199087292782,-0.47902265521543635,0.5440833753770158,0.5476622732478739,-1.052604800204886,0.0,0.0,1.0,0.0,0.0,0.0,1.0
35,20523CA0031910,Aetna,CA Gold HMO Basic $25/50 500 wINF,-0.22735404292642358,1.2472191289246473,-0.3485505245713842,-0.3501824149220838,0.5440833753770158,0.5476622732478739,0.06946661401855923,0.0,0.0,1.0,0.0,0.0,0.0,1.0
36,20523CA0031919,Aetna,CA Gold HMO Basic $30/60 0 wINF,-0.22735404292642358,1.2472191289246473,-0.6058892928871723,-0.6078628955087889,0.2152165833188096,0.2182788098235858,-1.052604800204886,0.0,0.0,1.0,0.0,0.0,0.0,1.0
37,20523CA0031928,Aetna,CA Gold HMO Basic $30/70 1250,-0.22735404292642358,1.2472191289246473,0.03745762790229803,0.03633830595797387,0.5440833753770158,0.5476622732478739,0.6305023211302818,0.0,0.0,1.0,0.0,0.0,0.0,1.0
